,title,context,label
421,"""บิ๊กโจ๊ก"" เผยตำรวจระดับ ""สารวัตร"" เอี่ยวอุ้มแอดมินเว็บพนัน","""พล.ต.อ.สุรเชษฐ์"" เผย คดีอุ้มทำร้ายแอดมินเว็บพนัน พบตำรวจระดับ ""สารวัตร"" เอี่ยว ส่วนตำรวจระดับ ""นายพล"" อยู่ระหว่างสืบสวน ยืนยัน แม้เป็นเพื่อนร่วมรุ่นก็ไม่เว้น",อาชญากรรม
422,"บช.ก.เตรียมเรียก ""ชูวิทย์"" ให้ข้อมูล ""สารวัตรซัว""","บช.ก.จัดชุดคลี่คลายกรณี “สารวัตรซัว “ ชี้หากพบความผิดปกติหรือเข้าข่ายผิดกฎหมายจะดำเนินการทันที ยอมรับกังวลเรื่องถ่ายเทข้อมูล พร้อมเตรียมเรียก ""ชูวิทย์"" ให้ข้อมูลเพิ่ม ด้านทนาย ""เบนซ์ เดม่อน"" ระบุถึงไทยพรุ่งนี้",อาชญากรรม
423,ตรวจสาเหตุอาคารก่อสร้างทรุด ย่านห้วยขวาง พบไม่มีวิศวกรคุมงาน,ผู้อำนวยการเขตห้วยขวาง ระบุขณะเกิดเหตุอาคารก่อสร้างบ้านพักหรูย่านห้วยขวางพังถล่มไม่มีวิศวกรควบคุมงาน เตรียมดำเนินคดี ด้านหน่วยงานด้านวิศวกร ตรวจสอบที่เกิดเหตุพบว่าสาเหตุเกิดจากนั่งร้านบนคานที่เทปูนซีเมนต์ รับน้ำหนักไม่ไหว,อาชญากรรม
424,ทลายโกดังเครื่องสำอาง-ยาสีฟัน-กระเป๋าปลอม มูลค่ากว่า 14 ล้าน,ตำรวจ ปคบ. ร่วมกับ อย. บุกโกดังขนาดใหญ่จำหน่ายเครื่องสำอางปลอมและยาสีฟันปลอมยี่ห้อดัง พร้อมจับกุมชาวจีนผู้ดูแลโกดังสินค้า 1 คน พบเงินหมุนเวียนกว่า 14 ล้านบาท,อาชญากรรม
425,"""ชูวิทย์"" แฉอีก ""มูลนิธิเป็นต่อ"" ของเก๊ เป็นช่องทางฟอกเงิน","""ชูวิทย์"" เปิดข้อมูลอีก ระบุผลตรวจสอบ ""มูลนิธิเป็นต่อกรุ๊ป"" หนึ่งในเครือข่าย ""สารวัตรซัว"" ที่ใช้มูลนิธิในการช่วยเหลือเด็ก มหาดไทยตรวจสอบแล้ว พบไม่ได้ขอจดทะเบียนจัดตั้งมูลนิธิ เชื่อมีไว้เป็นช่องทาง ""ฟอกเงิน""",อาชญากรรม
426,แม่ร้องปวีณา เด็ก 11 ปีถูกหลอกถ่ายภาพโป๊อ้างดูดวง,"ผู้ปกครองร้อง ""มูลนิธิปวีณา"" หลังลูกถูกหลอกให้ถ่ายภาพโป๊แลกกับการดูดวง ตั้งแต่ปี 2562 ล่าสุดทักข่มขู่ให้ถ่ายภาพอนาจารซ้ำ ก่อนส่งภาพให้เพื่อนในโรงเรียน เตรียมเข้าพบและมอบหลักฐานให้ รอง ผบ.ตร.ในวันนี้",อาชญากรรม
427,จนท.ยืนยันไม่มีคนติดค้างอาคารทรุดตัว คาดสาเหตุคานรับน้ำหนักไม่ไหว,ผอ.สำนักป้องกันและบรรเทาสาธารณภัย ยืนยันไม่มีผู้ติดค้างในก่อสร้างที่ทรุดตัว เบื้องต้น สาเหตุเกิดจากคานรับน้ำหนักปูนซีเมนต์ไม่ไหว,อาชญากรรม
428,เตือน! บัตรเครดิตถูกหักเงินชำระค่าโฆษณาสื่อสังคมออนไลน์ แนะ 9 ข้อป้องกัน,ตำรวจไซเบอร์ เตือนภัยบัตรเครดิตถูกหักเงินชำระค่าโฆษณาสื่อสังคมออนไลน์โดยไม่ทราบสาเหตุ พร้อมแนะ 9 แนวทางป้องกันไม่ให้ตกเป็นเหยื่อของมิจฉาชีพ,อาชญากรรม
429,อาคารกำลังก่อสร้างทรุดตัว ย่านพระราม 9 เจ็บ 5 คน,เกิดเหตุอาคารอยู่ระหว่างก่อสร้างทรุดตัว ย่านถนนพระราม 9 มีผู้ได้รับบาดเจ็บ 5 คน เจ้าหน้าที่นำส่งโรงพยาบาลเพชรเวช,อาชญากรรม
430,เก็บหลักฐานบ้านพัก-ปูพรมค้นหาเด็ก 8 เดือนหายตัวไป,ครบหนึ่งสัปดาห์เด็กชายวัย 8 เดือนหายตัวไปจากบ้านพัก หัวหน้ามูลนิธิกระจกเงาหนึ่งในทีมค้นหา ยอมรับเป็นเรื่องยากที่จะพบตัว แต่ไม่ละความพยายาม ขณะที่วันนี้ปูพหมค้นหาพื้นที่ใกล้บ้านพักอีกครั้ง,อาชญากรรม
431,"เตรียมส่งสำนวนคดี ""นอท"" ฟอกเงินให้อัยการสิ้นเดือน ก.พ.นี้","ศาลอาญายังไม่ออกหมายจับ ""นอท กองสลากพลัส"" หลังดีเอสไอยื่นคำร้องขอให้ศาลออกหมายจับในคดีร่วมกันฟอกเงิน 39 เส้นทางเงินที่โอนเงินรวมกว่า 1,090 ล้านบาท ขณะที่คดีรับโอนเงิน 53 ล้านบาทเตรียมสรุปสำนวนส่งอัยการสิ้นเดือน ก.พ.นี้",อาชญากรรม
432,"ดีเอสไอชี้แจงข้อสงสัยอายัดเงิน ""นอท กองสลากพลัส""","ดีเอสไอยืนยันอายัดบัญชีธนาคารของ ""นอท กองสลากพลัส"" ตามกฎหมาย และไม่ทราบจำนวนเงินในบัญชีขณะที่มีการขออายัด ขณะนี้อยู่ระหว่างรอรายงานผลจากธนาคาร",อาชญากรรม
433,ศาลไม่ให้ประกันผู้ต้องหาทำร้ายแอดมินเว็บพนัน ชี้เป็นคดีร้ายแรง,ศาลไม่ให้ประกันตัวผู้ต้องหาอุ้ม-รีดทรัพย์อดีตแอดมินเว็บไซต์พนันออนไลน์ เนื่องจากเกรงว่าจะไปข่มขู่และยุ่งเหยิงกับพยาน ส่งตัวเข้าเรือนจำ,อาชญากรรม
434,"ผบช.ก.เชื่อ 11 บริษัท ""สารวัตรซัว"" โยงเว็บพนันมาเก๊า 888","ผู้บัญชาการตำรวจสอบสวนกลาง ระบุทางการสืบสวนน่าเชื่อว่า 11 บริษัทของ ""สารวัตรซัว"" มีความเชื่อมโยงกับเว็บพนันออนไลน์มาเก๊า 888 เตรียมเรียกเข้าให้ปากคำ ยืนยันไม่มีมวยล้มต้มคนดู",อาชญากรรม
435,ผู้ค้าสลากฯ สูญเงินเกือบ 4 หมื่น เจอสลากปลอม 400 ใบ,"ผู้ค้าสลากฯ ใน กทม. สั่งซื้อสลากฯ จากแหล่งใหญ่ในจังหวัดขอนแก่น พบสลากฯ ปลอม นำตรวจสอบกับเจ้าหน้าที่ของสำนักงานกินแบ่งรัฐบาล สรุปเป็นสลากฯ ปลอมทั้งหมด สูญเงินเกือบ 40,000 บาท ทั้งที่ยังไม่ได้ขายสักใบ",อาชญากรรม
436,จับหัวหน้าแก๊งขนยาเสพติดข้ามชาติ หนีกบดานไทย,ตำรวจสอบสวนกลาง จับหัวหน้าแก๊งขนยาเสพติดข้ามชาติรายสำคัญ หลังพยายามติดตามหาตัวนาน 1 ปี หลังได้รับการประสานงานให้ช่วยติดตามเพื่อส่งตัวผู้ร้ายข้ามแดน ไปยังสหราชอาณาจักร,อาชญากรรม
437,แม่เด็ก 8 เดือน ชี้แจงคราบเลือดเปื้อนหมอน เป็นเลือดลูกช่วงปากแตก,"แม่เด็ก ชี้แจงคราบเลือดเปื้อนหมอนที่ ศพฐ.7 พบเป็นเลือด ""น้องต่อ"" ลูกชายวัย 8 เดือน เกิดจากปากแตกช่วงหน้าหนาว ขณะที่ตำรวจเก็บโทรศัพท์ 4 เครื่อง ตรวจสอบปมเด็กหายตัว",อาชญากรรม
438,ออกหมายจับแก๊งเว็บพนันอุ้มรีดทรัพย์ ขยายผล จนท.ค้นข้อมูลทะเบียนราษฎร์,"พล.ต.อ.สุรเชษฐ์ หักพาล รอง ผบ.ตร. เผยตำรวจออกหมายจับ 7 คน แก๊งเว็บพนันอุ้ม-ทำร้าย ""วิศวกร"" รีดทรัพย์ ล่าสุดมอบตัวแล้ว 5 คน พร้อมสั่งขยายผลเจ้าหน้าที่ค้นข้อมูลทะเบียนราษฎร์ส่งผู้ก่อเหตุใช้ข่มขู่",อาชญากรรม
439,พบรถผู้เสียชีวิตคดีฆ่ายกครัวชาวม้ง 5 ศพ เร่งตามแรงงานต้องสงสัย,ตำรวจพบรถของกลางที่ อ.วังเจ้า จ.ตาก คดีฆ่ายกครัวชาวม้ง 5 ศพ เป็นรถของผู้เสียชีวิตที่แรงงานข้ามชาติต้องสงสัยก่อเหตุใช้หลบหนี พร้อมเร่งสกัดจับตามพื้นที่ชายแดน และเก็บลายนิ้วมือแฝงบนรถ,อาชญากรรม
440,"ผบ.ตร.สั่งตรวจสอบ ""นายพล จ."" โยง ""สารวัตรซัว""","ผบ.ตร.สั่งตรวจสอบ นายพลตำรวจ จ. โยง ""สารวัตรซัว"" มอบ ผบช.สอบสวนกลาง ตรวจเส้นทางการเงิน หากพบใครมีส่วนเกี่ยวข้องจะดำเนินการโดยไม่ละเว้น",อาชญากรรม
441,"ผบช.สตม.ขอโทษ ""นักข่าว"" ใช้คำพูดไม่เหมาะสมตอบคำถาม","ตำรวจตรวจคนเข้าเมือง แถลงผลจับชาวจีนถือ 2 สัญชาติ หนีคดีมาอาศัยในไทย เตรียมส่งกลับประเทศต้นทาง ขณะที่ผู้บัญชาการสำนักงานตรวจคนเข้าเมือง ยกมือไหว้ขอโทษ ""นักข่าว"" ปมตอบคำถามไม่เหมาะสม",อาชญากรรม
442,ทบ.คุมได้แล้ว เหตุปะทุของสารตั้งต้นที่โรงงานผลิตชนวนกระสุน,ทบ.ยืนยันควบคุมเหตุปะทุของสารตั้งต้นที่โรงงานผลิตชนวนกระสุน จ.พระนครศรีอยุธยา ได้แล้ว ระบุเป็นสารเคมีเก่าไม่กระทบพื้นที่นอกหน่วยทหาร,อาชญากรรม
443,"""บอส เอกชัย"" ครอบครัว 4 บ.ลาออกพ้นประชาธิปัตย์","""บอส เอกชัย"" น้องรองของครอบครัว 4 บ.ลาออกจากสมาชิกพรรคประชาธิปัตย์ ตั้งแต่วันที่ 16 ม.ค.ที่ผ่านมา หลัง ""ดิว อริสรา"" แฉ 4 บ. เอี่ยวเว็บพนันมาเก๊า 888 ด้านโฆษก ปชป.ระบุเคยเป็นสมาชิกพรรคปี 2562 ยันไม่ใช้เงินสีเทาทำกิจกรรมการเมือง",อาชญากรรม
444,เร่งแกะรอยคดีเด็ก 8 เดือนหาย จนท.พบคราบเลือดปริศนาติดหมอน,เข้าสู่วันที่ 6 ที่ตำรวจแกะรอยหาตัวเด็กน้อยวัย 8 เดือน ที่หายไปจากบ้านพัก ที่ จ.นครปฐม ขณะที่เจ้าหน้าที่พิสูจน์หลักฐาน ตรวจพบคราบเลือดติดหมอนบริเวณเด็ก 8 เดือนนอน เร่งส่งตรวจ,อาชญากรรม
445,เกิดเสียงดังคล้ายระเบิดภายในโรงงานผลิตชนวนระเบิด กรมสรรพาวุธ อยุธยา,เกิดเสียงดังคล้ายระเบิด ภายในโรงงานผลิตชนวนระเบิด กรมสรรพาวุธทหารบก ที่ จ.พระนครศรีอยุธยา ยังไม่ทราบสาเหตุ ระดมรถดับเพลิงเข้าพื้นที่ระงับเหตุ โดยห้ามมิให้ผู้ไม่เกี่ยวข้องเข้าไป เบื้องต้นมีผู้ได้รับบาดเจ็บ 2 คน,อาชญากรรม
446,"""ชูวิทย์"" เปิดโปงซ้ำกลางวงสัมมนา ""นายพล จ."" โทรเคลียร์แต่เช้า","""ชูวิทย์"" แฉ พนันออนไลน์รุ่งเรืองที่สุดในยุคนายพล จ. ขู่หากไม่หยุดพฤติกรรมจะแฉต่อ จี้ถาม กกต.-พรรคการเมือง ปล่อยทุนสีเทาบริจาคเงิน-ส่งลงสมัคร ส.ส. มองเป็นการฟอกของพรรคการเมือง เผย นายพล จ. พยายามโทรเคลียร์ แต่ไม่รับ",อาชญากรรม
447,ถังแก๊สระเบิดไฟไหม้โรงอาหารโรงเรียน จ.สมุทรปราการ เจ็บ 2 คน,เกิดเหตุถังแก๊สระเบิด ทำให้ไฟไหม้โรงอาหารโรงเรียน ใน จ.สมุทรปราการ มีผู้บาดเจ็บ 2 ราย เบื้องต้น มีคำสั่งปิดโรงเรียน 1 วัน ขณะที่ตำรวจอยู่ระหว่างเร่งสอบสวนหาสาเหตุ,อาชญากรรม
448,"ส่งมอบรถหรู ""ลัมโบร์กินี"" ของ ""เบนซ์ เดม่อน"" ให้ตำรวจไซเบอร์","ทนายความส่งมอบรถหรู ""ลัมโบร์กินี"" มูลค่า 100 ล้านบาทของเบนซ์ เดม่อน ผู้ต้องหาคดีเว็บพนันมาเก๊า 888 ให้กับตำรวจไซเบอร์สอบ ขณะที่พบร่องรอยเปลี่ยนสติกเกอร์รถ ทนายระบุเจ้าตัวเตรียมกลับไทยสู้คดี",อาชญากรรม
449,สาดน้ำกรดในศาลชัยภูมิเจ็บ 3 คนคดีหมิ่นประมาทหมาตาย,โฆษกศาลยุติธรรม ชี้แจงคดีหญิงสาดน้ำกรดในศาลจังหวัดชัยภูมิ คดีหมิ่นประมาทหมาตาย มีผู้บาดเจ็บเล็กน้อย 3 คน พบแอบใส่ขวดแก้วขนาดเล็กอาศัยจังหวะเผลอก่อเหตุ เร่งล้อมคอกเหตุสแกนแค่โลหะ อาวุธปืน,อาชญากรรม
450,ระทึก! ชายคลั่งบุกยิงบนมินิบัสสายภูเก็ต-พัทลุงเจ็บ 2 คน,ปิดถนนเทพกระษัตรี ขาออกนอกเมือง จ.ภูเก็ต หลังเกิดเหตุชายคลั่งควงปืนยิงผู้โดยสารเจ็บ 2 คนยึดมินิบัสภูเก็ต-พัทลุง ยังอยู่ระหว่างการเจรจา แนะเลี่ยงเส้นทาง,อาชญากรรม
451,"ผบก.ยธ.สั่ง ""พ.ต.ท.วสวัตติ์"" ออกจากราชการไว้ก่อน","ผู้บังคับการกองโยธาธิการสั่งให้ ""พ.ต.ท.วสวัตติ์"" ออกจากราชการไว้ก่อน เพื่อรอฟังผลสอบสวนทางวินัย หลังถูกกล่าวหากระทำผิดวินัยร้ายแรง",อาชญากรรม
452,พบพิรุธแชทแม่เด็ก 8 เดือนถูกลบ-สอบบัญชีการเงิน,คดีเด็กชายวัย 8 เดือนหายปริศนาจากบ้านพัก จ.นครปฐม เข้าสู่วันที่ 5 ตำรวจยังเรียกสอบปากคำพ่อและแม่อย่างต่อเนื่อง โดยพุ่งประเด็นการนำเด็กให้คนอื่นหรือไม่ พร้อมพบมีการลบแชทไลน์ ตร.ขอสอบบัญชีธนาคาร,อาชญากรรม
453,"""สารวัตรซัว"" เป็นใคร? เหตุถูกกล่าวหาโยงเว็บพนัน","ตำรวจยังอยู่ระหว่างติดตามผู้ต้องหาคดีเว็บไซต์พนันมาเก๊า 888 แต่ล่าสุด ""ชูวิทย์ กมลวิศิษฏ์"" ออกมาเปิดชื่อ ""สารวัตรซัว"" เจ้าของระบบ มีเงินหลัก “หมื่นล้านบาท” ซึ่งชื่อนี้เคยเป็นข่าวมาตั้งแต่ปี 63",อาชญากรรม
454,แกะรอย-สอบพยานทั้งหมู่บ้าน คดีฆ่ายกครัวชาวม้ง 5 ศพ,ตำรวจตาก ลงพื้นที่สอบปากคำคนในครอบครัว-เพื่อนบ้านในหมู่บ้าน เพื่อหาเบาะแสคดีฆ่ายกครัวครอบครัวชาวม้ง 5 ศพในพื้นที่ จ.ตาก,อาชญากรรม
455,"""เบนซ์ เดม่อน"" ส่งทนายพบ ตร. กลับไทย 16 ก.พ. ปัดโยงมาเก๊า 888","""เบนซ์ เดม่อน"" ส่งทนายความเข้าพบตำรวจไซเบอร์เตรียมประสานขอเข้ามอบตัว ขอต่อสู้คดีปฏิเสธเกี่ยวข้องกับเว็บพนัน มาเก๊า 888",อาชญากรรม
456,"ผกก.สน.ทองหล่อ ยัน ตร.นอกเครื่องแบบตรวจร้านทำเล็บ ""ดิว อริสรา""","ผู้กำกับ สน.ทองหล่อ ยืนยันชายในคลิปที่เป็นกระแสข่าวว่า บุกเข้าไปคุกคามร้านทำเล็บของ ""ดิว อริสรา"" เป็นตำรวจฝ่ายสืบสวนนอกเครื่องแบบ ที่กำลังปฏิบัติหน้าที่อยู่",อาชญากรรม
457,"โฆษก ตร.ท่องเที่ยว แจงรถนำขบวนสามี ""ดิว อริสรา"" ภาพเก่าปี 60 - เร่งสอบ","โฆษกตำรวจท่องเที่ยว ยอมรับรถนำขบวนสามี ""ดิว อริสรา"" เป็นรถตำรวจท่องเที่ยวจริง แต่เป็นคลิปเก่าปี 60 รอสอบหากพบผิดฟันวินัยตำรวจย้อนหลังได้",อาชญากรรม
458,คดีไม่คืบ ตร.เมาขับซิ่งเสยร้านอาหารบาดเจ็บ 4 คน,คดีไม่คืบ ตำรวจ เมาขับรถพุ่งชนร้านอาหารย่านบางเขน บาดเจ็บ 4 คนสาหัส 2 คน เมื่อวันที่ 6 ก.พ.ที่ผ่านมา ตรวจวัดปริมาณแอลกอฮอล์วัดได้ 126 มิลลิกรัมเปอร์เซ็นต์,อาชญากรรม
459,จับอดีต พนง.แบงก์ โกงลูกค้า โอนเข้าบัญชีแฟนหนุ่ม 36 ล้านบาท,ตำรวจสอบสวนกลาง จับกุมอดีตพนักงานแบงก์ พร้อมแฟนหนุ่ม คดีโกงเงินลูกค้า 2 บริษัท และโอนเข้าบัญชีแฟน เสียหาย 36 ล้านบาท,อาชญากรรม
460,ตรวจเส้นทางเงิน-มือถือ นักเรียน ม.4 เงินหายเกลี้ยงบัญชี 5 แสนบาท,"นักเรียน ม.4 เงินหายเกลี้ยงบัญชีกว่า 500,000 บาท พบโอนภายในวันเดียวกว่า 10 ครั้ง ยืนยันไม่เคยกดลิ้งก์ หรือรับสายคอลเซนเตอร์",อาชญากรรม
461,"""ดิว อริสรา"" เปิดใจครั้งแรกถูกอดีตแฟนทำร้ายร่างกาย ปมแฉ ""บ."" มาเก๊า 888","""ดิว อริสรา"" เปิดใจครั้งแรก หลังเปิดข้อมูลเว็บพนัน ""มาเก๊า 888"" ที่โพสต์เพราะรู้ข่าวว่าน้องของ ""เบนซ์ เดม่อน"" อดีตแฟนกำลังจะหมั้น ทำให้ความทรงจำร้าย ๆ ผุดขึ้นมาพร้อมเล่าทั้งน้ำตาว่าเคยถูกอดีตแฟนทำร้ายทั้งร่างกายและจิตใจตลอด 1-2 ปีที่คบกัน",อาชญากรรม
462,"ตรวจค้นห้องเช่าเก็บของ ""เบนซ์ เดม่อน"" ย่านปทุมฯ","ตำรวจบุกค้นห้องเก็บของโกดังแห่งหนึ่งใน จ.ปทุมธานี ตรวจสอบทรัพย์สิน ""เบนซ์ เดม่อน"" หลังพบเช่าไว้เก็บของ ส่วนรถลัมโบกีนีพบเบาะแสมีการเปลี่ยนสีอยู่ระหว่างติดตามแหล่งซุกซ่อน ขณะที่ทนายความ ""เบนซ์"" เตรียมเข้าพบตำรวจพรุ่งนี้",อาชญากรรม
463,"""ผู้กองไบร์ท"" ยื่นลาออกราชการ ระบุเหตุผลดูแลพ่อชรา","""ผู้กองไบร์ท"" น้องชายเบนซ์ เดม่อน ผู้ต้องหาคดีเว็บพนันออนไลน์มาเก๊า 888 ยื่นหนังสือลาออกจากราชการ ระบุเหตุผลไปดูแลพ่อที่ชรา",อาชญากรรม
464,"จำคุก ""ประสิทธิ์ เจียวก๊ก"" กับพวกคนละ 2 เดือน คดีพยายามหลบหนี",ศาลจำคุก นายประสิทธิ์ เจียวก๊ก กับพวก คนละ 2 เดือน คดีละเมิดอำนาจศาลหลบหนีระหว่างการควบคุมตัว,อาชญากรรม
465,"ตำรวจไซเบอร์สอบ ""ผู้กองไบร์ท"" ปมเว็บพนันมาเก๊า 888","""ผู้กองไบร์ท"" เข้าพบตำรวจไซเบอร์ ให้ข้อมูลเพิ่มเติมเกี่ยวกับเว็บพนันมาเก๊า 888 หลังถูกกักขังลงโทษทางวินัยครบ 7 วันที่ สภ.ท่าอากาศยานสุวรรณภูมิ",อาชญากรรม
466,สอท.จับผู้เกี่ยวข้อง มาเก๊า 888 แล้ว 46 คน จาก 55 หมายจับ,ตำรวจไซเบอร์ แถลงความคืบหน้าคดีเครือข่ายมาเก๊า 888 จับผู้เกี่ยวข้องแล้ว 46 คน จาก 55 หมายจับ,อาชญากรรม
467,พ่อ-แม่เด็ก 8 เดือน ถูกเรียกสอบเครียด ร่วม 9 ชม.,ตำรวจสอบเครียด 9 ชั่วโมง พ่อ-แม่ เด็กชายวัย 8 เดือนหายจากบ้านพักในจ.นครปฐมนาน 3 วัน ยังลงพื้นที่สอบพยาน และระดมทีมค้นในละแวกบ้านต่อเนื่อง,อาชญากรรม
468,นักเรียนทัศนศึกษาเล่นสไลเดอร์จมน้ำดับ 1 ศพ,นักเรียนชายจาก จ.นราธิวาส มาทัศนศึกษาที่พัทลุง ลงเล่นสไลเดอร์ในคลองห้วยน้ำใส จมน้ำเสียชีวิต 1 คน ตำรวจคาดช่วงเล่นสไลเดอร์พร้อมกัน 4 คนอาจกระแทกกันจนจุกแน่นจนจมน้ำ และไม่สวมเสื้อชูชีพ,อาชญากรรม
469,"""อย่าคลิก อย่าโหลด"" เผยกลโกงมิจฉาชีพดูดเงินเกลี้ยง","ศูนย์ประสานงานด้านความมั่นคงปลอดภัย เทคโนโลยีสารสนเทศภาคธนาคาร เตือนผู้บริโภค ""อย่าคลิก อย่าโหลด"" ลิงก์ที่ไม่รู้จัก ป้องกันการถูกดูดเงินเกลี้ยงบัญชี หลังพบว่า มิจฉาชีพเข้ามาแฝงตัวจากติดตั้งมัลแวร์ ควบคุมหน้าจอมือถือ",อาชญากรรม
470,"ปล่อยตัวแล้ว ""ผู้กองไบร์ท"" พี่น้อง 4 บ. เจ้าตัวจ่อลาออก","ตำรวจปล่อยตัว ""ผู้กองไบร์ท"" ออกจากห้องคุมขัง หลังครบกำหนดกักขังทางวินัย ขณะที่เจ้าตัวยืนยันไม่เกี่ยวข้องกับเครือข่ายเว็บพนันออนไลน์ มาเก๊า 888 และเตรียมยื่นหนังสือลาออกจากราชการตำรวจ เพราะทำให้องค์กรเสื่อมเสียชื่อเสียง และยืนยันความบริสุทธิ์",อาชญากรรม
471,"ศาลยังไม่ปล่อยตัวชั่วคราว 8 ""ผู้ต้องหา-จำเลย"" ""กลุ่มทะลุแก๊ส""",ยังไม่ปล่อยตัวชั่วคราว ศาลสั่งให้ สืบเสาะอาชีพ การงาน ผู้ต้องหา-จำเลย รวม 8 คน ในคดีเกี่ยวกับการชุมนุมและครอบครองวัตถุที่ทำให้ระเบิดก่อนพิจารณาปล่อยตัวกำหนดให้เวลาสืบเสาะและรายงานศาลภายใน 15 วัน,อาชญากรรม
472,"""เอ๊ะ จิรากร"" แจ้งความคู่กรณีถูกชกคาเวที ชี้คดีตัวอย่าง","""เอ๊ะ จิรากร"" แจ้งความคู่กรณีถูกชกคาเวที ชี้ต้องการให้เป็นคดีตัวอย่าง ให้รับผิดชอบความเสียหายต่อตัวเอง และร้านที่ต้องหยุดการแสดง",อาชญากรรม
473,"ตร.เตรียมขอหมายจับเครือข่าย ""มาเก๊า 888"" เพิ่ม","ทนายความ ""เบนซ์ เดม่อน"" ติดต่อเข้าพบตำรวจคุยแนวทางการมอบตัว บ่ายวันพรุ่งนี้ ขณะที่ตำรวจเตรียมขอศาลออกหมายจับผู้ต้องหาเพิ่ม คดีเว็บพนัน ""มาเก๊า 888"" แต่ยังไม่ยืนยัน ""ผู้กองไบร์ท"" จะถูกออกหมายจับหรือไม่",อาชญากรรม
474,"""พล.ต.ท.ประจวบ"" ยืนยันดำเนินคดี ""นอท กองสลากพลัส""คดีเดียว ไม่ใช่ 4,000 คดี","""พล.ต.ท.ประจวบ"" ผู้ช่วย ผบ.ตร.ยืนยันไม่ได้แจ้งข้อกล่าวหา ""นอท พันธ์ธวัช"" ขายสลากกินแบ่งรัฐบาลเกินราคากว่า 4,000 คดี",อาชญากรรม
475,"ปิดแพลตฟอร์ม ""กองสลากพลัส"" ชั่วคราว","ศาลมีคำสั่งคุ้มครองชั่วคราว ให้มีการปิดแพลตฟอร์มของ ""กองสลากพลัส"" ระหว่างที่มีการพิจารณาคดี จากกรณี ""ดีอีเอส"" ยื่นคำร้องไว้เมื่อปี 65 และขณะนี้ยังอยู่ในขั้นตอนการสอบพยานฝั่งผู้ร้อง ขณะที่ทนายความ ""นอท"" ยื่นขอความเป็นธรรม ที่สำนักงานตำรวจแห่งชาติ",อาชญากรรม
0,เตือน! หิ้วผลไม้จากต่างแดนเข้าไทยโทษปรับ 2 หมื่น-คุก 1 ปี,"กรมวิชาการเกษตร เตือนนักท่องเที่ยวเทศกาลหยุดยาว เลี่ยงซื้อผลไม้สดตามคำแนะนำของไกด์ โดยเฉพาะพลับ องุ่นจากเกาหลี ญี่ปุ่น หากเข้าประเทศต้องมีใบรับรองสุขอนามัยพืชจากต้นทางไม่มีเสี่ยงปรับ 20,000 บาทจำคุก 1 ปี",เศรษฐกิจ
1,ทล.เร่งมอเตอร์เวย์ M81 “บางใหญ่-กาญจน์” ให้จบภายในปี 67,"กรมทางหลวง เผยความคืบหน้ามอเตอร์เวย์ M81 “บางใหญ่-กาญจนบุรี” วงเงิน 56,178 ล้านบาท ชี้งานโยธาแล้วเสร็จ 14 ตอนเหลืออีก 11 ตอนตั้งเป้าจบภายในปี 2567 พร้อมเปิดวิ่งฟรี 3 เดือนก.ย.67",เศรษฐกิจ
2,"10 เม.ย.นี้ ยื่นภาษีออนไลน์วันสุดท้าย-ยื่นช้าค่าปรับ 2,000 บาท","กรมสรรพากร เตือนยื่นเสียภาษี ภ.ง.ด.90/91 ออนไลน์วันสุดท้าย 10 เม.ย.นี้ ชี้ยื่นเกินกำหนดเสียค่าปรับ 2,000 บาท ระบุมีผู้ยื่นภาษี 8.8 ล้านคนเงินเข้าระบบเศรษฐกิจ 24,300 ล้านบาทแจงคนได้เงินคืนช้าเหตุเอกสารไม่ครบ ยื่นภาษีเท็จ",เศรษฐกิจ
3,"เช็ก ""สงกรานต์"" ราคาตั๋วเครื่องบินแพงขึ้นมั้ย?","เช็ก! สงกรานต์ราคาตั๋วเครื่องบินแพงขึ้นหรือไม่ ""คมนาคม"" ระบุเส้นทางกรุงเทพ-ภูเก็ต ถูกร้องราคาตั๋วแพงสุด โดยเฉพาะในช่วงเทศกาล พร้อมเปิดแผนแก้ราคาตั๋วแพง ชงเสนอจัดตารางการบินใหม่ เพิ่มเที่ยวบิน นำเข้าอากาศยานเพิ่ม",เศรษฐกิจ
4,รฟท.แจงเวนคืนดิน 8 หลังรถไฟเชื่อม 3 สนามบินจ่ายเงิน100%,รฟท.ชี้แจงกรณีการเวนคืนพื้นที่ก่อสร้างโครงการรถไฟความเร็วสูงเชื่อม 3 สนามบินบริเวณหมู่บ้านประชาสุข 6 จ.ฉะเชิงเทรา ยันจ่ายเงินเวนคืน 100% เฉลี่ย 3–4 ล้านบาทต่อคน โดยให้เวลาย้ายออก 10 เดือน,เศรษฐกิจ
5,ราคาทองวันนี้ พุ่งสูงสุดเป็นประวัติการณ์,"ราคาทองคำในตลาดโลกเพิ่มขึ้น ขณะที่สมาคมค้าทองคำประกาศราคาทองในประเทศวันนี้ เพิ่มขึ้นสูงสุดเป็นประวัติการณ์ ทองรูปพรรณ ขายออก บาทละ 32,950 บาท ทองคำแท่ง ขายออก 32,450 บาท",เศรษฐกิจ
